review_date,customer_id,product_id,rating,recommend_to_friend,review_title,review_text,sentiment
2018-01-01 18:41:23,63cc3fe8d44dd46a06a6cae91c0601b1460a10d742f490a2b227928e836acb9c,12981976,4,Yes,Ótima máscara e custo benefício,"A máscara é muito boa no quesito hidratação. Deixa os cabelos sedosos e com movimento, sem pesar os fios. De bônus ainda dá uma leve corrigida no amarelo dos cabelos loiros (sou loira e deixou a cor do meu cabelo maravilhosa). O único ponto negativo é que acredito que ela não seja tão potente para cabelos muito danificados.",Positive
2018-01-01 18:50:47,71da15bea62980694387ce1288d2c0f5e0f46f4f1a71c6ac8c56bfc552b9d90d,18913368,4,Yes,Produto bom esquenta bastante,Produto bom recomendo para outras pessoas comprarem alisou o cabelo da minha esposa e ficou continuem assim...,Positive
2018-01-01 18:52:33,172761353512e87eb7d0550a8bfbae964ffe0d4799d1ca471366f64c421b9a65,111825515,4,Yes,Pratico para uso,"Minha filha gostou muito consegue utiliza lo sem ajuda de outras pessoas e ganha mais tempo. Não precisa sair de casa ela mesma cria seus penteados,,,",Positive
2018-01-01 19:00:38,02f0c18c2f04060c1dd4d5be9f0614857560309d8f8d813e8a4346855fd1b5b7,111586438,5,Yes,Produto bom,"Entrega muito rápida, produto de excelente qualidade, superou minhas expectativas.",Positive
2018-01-01 19:10:14,89e6787b1fb32e87c4739ab4cd721676a590a63d828f09752faf9bf0949a4d00,119371001,4,Yes,Produto de ótima qualidade,"Produto testado e aprovado,  qualidade, praticidade, usabilidade,  e preço justo.",Positive
2018-01-01 19:13:28,6ae6aab1dcc0f0f40a1ac8b370a6fb97fead52114eee97bf7892e2238c96cf78,113173979,5,Yes,Excelente custo beneficio.,Otimo produto. Cumpre o que promete e é bastante duravel.,Positive
2018-01-01 19:25:31,a48af095c4082f381134646bf9bfb81451bff542cc17acf4abe7e11d3ea9841a,119371001,5,Yes,Muito bom,"Muito bom, produto de qualidade, muito bem indicado",Positive
2018-01-01 19:48:46,e904988471933406d9fa45dd0cbaab3b3b06fd8063ae9692f9e275eb3653ac5b,23009692,4,Yes,Produto funcionando normal.,Recomendaria o produto sim; só houve problema no prazo da entrega...,Positive
2018-01-01 22:12:15,dd5b93d2ce72e4fb106bee4dde7cd5a51ea4a524f3b84eff5e4358e69bc4d922,23095324,3,Yes,Máquina de corte cabelo,Produto muito bom de qualidade excelente para quem quer uma máquina de qualidade,Neutral
2018-01-01 23:31:05,72522fa6463f244dba36c76bd3929237a29f0525fb2c711106812269635d2540,25793525,1,No,O produto veio sem funcionar,"Tanta expectativa para nada, o meu chegou sem funcionar, e pior até agora não recebi nem um retorno sobre o cancelamento e terei que pagar meu cartão de crédito cobrando a escova. Muito decepcionada.",Negative
2018-01-02 02:55:07,e0b0dea674d6bebffceee549d9afce1b7f491547f6abe72325f02c939248b238,7322294,1,No,Não recebi o produto,Ainda não recebi o produto e estão querendo que eu faça avaliação!!,Negative
2018-01-02 03:31:45,64f667200eec37b0b21ae8ed14cbc5508753da7a47162214255d3d10b1568d82,26977450,5,Yes,Gostei muito,"Gostei muito, o cabelo é lindo, conforme a foto, somente um ponto negativo não veio limpo...",Positive
2018-01-02 03:57:19,f8e745f4d3f8e65b4cd96e61d995fc8fa00e0f9c4277fb803aeac3ecfcccb0e7,16779420,5,Yes,Excelente,"Maia um espetáculo de produto. Sou fã da marca e Maia uma vez traz um produto incrível, a pele fica perfeita, uniforme, com toque macio, não fica brilhante e oleosa.",Positive
2018-01-02 04:14:01,1ea91230fd8229c9b3466f16ecc65e82f18b74c20763c3b3403c59d6591016b2,23281472,1,No,Atraso na entrega,Não recebi meu produto!!!!  não tenho como saber se o produto é bom.,Negative
2018-01-02 04:17:39,1094b3fe56f210ea6fe3264f711026e2e47dfffc875b2a0be7547b0a71a68571,16784419,4,Yes,Gostei!,"Bem melhor que uma pior! rsrs  E como o texto é muito curto, eu quero dizer que ela é bem melhor que a que eu usava!",Positive
2018-01-02 04:25:37,b20beed8e60bc6e0cb181e42b45d81c06bbd88e35e74ffc1c8667889355a1944,119371001,5,Yes,Excelente,"Produto de ótima qualidade, material resistente, facilidade em trocar os pentes, fácil de limpar.",Positive
2018-01-02 04:31:18,e44db8e084d9034fc359608ec2165c73293434b68e08e12ded02c3e39f6c644b,113174007,3,Yes,Bom custo benefício.,"Minha esposa comprou a cerca de 2 meses. até então, sem reclamações.",Neutral
2018-01-02 04:35:51,04bb956e6923d59b7af115a3bb5ca559f3a6be50eeee63a58fdfb01e49c1ec22,18579526,1,No,PROBLEMA DE ENTREGA,,Negative
2018-01-02 04:38:17,09f7ac2681b609859c104b17554f94d3a594bc64b7353d829f655145f82dbbd3,25066192,5,Yes,Maravilhoso,"Excelente  produto, chegou no prazo certo ,Amei !superou minhas expectativas , super indico!!",Positive
2018-01-02 04:42:55,8c9471e9626a9ed1dd9361c5687387166b707abc374f8a4ba98a3717926726e3,113174111,5,Yes,Um excelente produto,Ótimo produto eu amei muito satisfeita e a entrega é super rápida,Positive
2018-01-02 04:49:22,69d0a373f06f60bae053d6f5afc1e1a7f5f966e8aa85fc5e69af5004389250fc,126825753,4,Yes,Produto excelente!,Cílios separadinhos e bem definidos. Não mancha e nem gruda os pelos.,Positive
2018-01-02 05:07:07,ba73ce8b3547a26f129070554e2338344d6b8b668996048fd19ab5a20ac7332d,7937113,5,Yes,Keune Água Oxigenada 1 L,Produto ótimo. Entrega antes do prazo. Fornecedor parceiro Americanas excelente.,Positive
2018-01-02 05:14:54,2f4efa2ba843a8b0606461cc38767248a4f51d643363c4effe0c28e4ee36c7b6,6563012,5,Yes,Muito satisfeita,"Fiquei muito satisfeita, com o prazo de entrega, o cuidado que o produto chegou, não tendo chances de quebrar.",Positive
2018-01-02 05:18:46,07ceb63dfb0d935531994dd3242767c5f3c50434432d12a04133c3f8c93e3e8a,113174082,4,Yes,Produto show de bola,"Superou e muito minhas expectativas,ótimo custo benefício,é uma maquina com um designer moderno e que cumpri seu papel 100%.",Positive
2018-01-02 05:42:59,d7bd8af113d6ec20553c6b05761b7f819c0f279da9fe781049b3b53d164fba64,16856864,1,No,Péssimo produto,"Eu não imaginava que americanas vendia produtos piratas, esta prancha e falsa de péssima qualidade e não esquenta. Fiquei frustada e extremamente chateada.",Negative
2018-01-02 05:43:19,8c9a428e4aedfd61aaca343021d660a966db386da67c4612f945dfb82432105c,119371001,5,Yes,ÓTIMO PRODUTO,"ÓTIMO PRODUTO, ENTREGA CONFORME COMBINADO. RECOMENDO...",Positive
2018-01-02 05:45:26,f0900c0dc6656f03e578bb3350e81c656b41b4e94fe0b72833907d7e7519bf50,7494878,5,Yes,Barbeador,Excelente barbeador. Atendeu as expectativas. Fácil manuseio.,Positive
2018-01-02 05:45:45,51774188ea744fc4d27b0635476e8f27110c1619ef69ba3685ca8ce7982eb2a9,11667582,1,No,Produto fora das especificações Brasileira e sem NF,"1) A código da nota fiscal segundo o site da fazenda (link) necessita de 44 números e o informado por vcs via e-mail possui 40, portanto não consegui visualizar a NF.  2) A máquina em questão não possui tomada padrão (Brasil), não tem selo do INMETRO nem no produto e nem na caixa. Aparentemente é ""falso""!!!  E segundo site da própria Wahl;  ""Fornecemos até 2 anos de garantia nos produtos comercializados pela Wahl Brasil, não dando suporte técnico e garantia a produtos que não são originais e/ou não tenham certificado INMETRO e/ou não são comercializados pela Wahl Brasil."" (http://wahlglobal.com/brazil/hairstyling/wahl-legal.html).  Comprei produto na confiança e garantia da marca Americana e recebo um produto aparentemente falso ou pelo menos fora dos padrões brasileiro.",Negative
2018-01-02 05:54:22,ece0897d05e87a527520ae94e030f80aeac094d535f19902cf0579c354eef33b,28010069,3,Yes,muito bom,Era o que eu estava aguardando mesmo.Indico e estou bastante satisfeita.,Neutral
2018-01-02 05:57:53,c5a4239b35a13f4a99197b7f96f97ef2b4efb677c10afdc0493b76e137b1e2ba,7142086,1,Yes,Gostei do produto!,"Gostei do produto, porém o site é muito desorganizado, mercadoria não chega no dia previsto, são colocadas informações que não são verdadeiras, entregam para qualquer pessoa que estiver em casa, sem ao menos anotar nome, documento ou qualquer coisa do tipo. Fiquei muito insatisfeita em relação ao atendimento.",Negative
2018-01-02 06:06:29,5f07c848e8fea2e33cceb178e66de5d264c7c5d613a53c302b3168bdff9acba0,119371001,5,Yes,Prático,"Muito bom, pratico e eficiente. Estava precisando de um aparador de pelos e como já vi que alguns amigos tinham este, decidi comprá-lo, mais que recomendo!",Positive
2018-01-02 06:07:33,42aea247645344a7a97ab4e2222066dd61da3ccf7410acb791e32ed4719be5c2,17920588,3,Yes,Muito bom,Produto bom entrega rápida gostei e recomendo se possível comprarei mais vezes com vocês.,Neutral
2018-01-02 06:07:36,bc2b999c338c5e5c31377b3e351a80f8e39dd9131ad4d3e325af09e022b19de8,23111043,2,Yes,Produto apresentou problemas,Produto apresentou problema no primeiro dia de uso.,Negative
2018-01-02 06:09:10,556c31f15d43cc7cb279de6233309364eecfcc8e2c7fe87d081913a343a65024,13545198,5,Yes,Otimo protudo,"Atingiu minha expectativa , cumpre o que promete, nao e de dificil aplicacao e ja mostra resultado na primeira utilizacao.",Positive
2018-01-02 06:10:50,c3fea918b0e2c04f8788ef160a70adafee2258f81ce4c26cc592486dd29677a6,14108408,5,Yes,Gostei muito do produto,Comprado para minha namorada. Excelente. Recomendado,Positive
2018-01-02 06:11:23,c2891a48c6104e936cf3e113453254d85de61ecf6880d194109b6504ee359df5,9417934,4,Yes,gostei,Faltou apenas ter uma embalagem ou tampa para proteção e manter o produto limpo. Mas ele atende ao que precisa.   Faltou apenas ter uma embalagem ou tampa para proteção e manter o produto limpo. Mas ele atende ao que precisa.,Positive
2018-01-02 06:12:07,b476d541dcff9fa4d4aa3664875f034cce1cc860ceb8b08a1f41017f6a8bdfc6,7842651,4,Yes,Já uso  a algum tempo e ele mantém a qualidade.,Este produto é muito bom. Eu recomendo.  Os cabelos ficam bem hidratados além  de um perfume suave.,Positive
2018-01-02 06:15:01,274d00c03d65656a63195a6c7e62f768395eccecb794cbb5beaf6a5a7d07e2e2,111825515,4,Yes,Preço justo,"Preço é justo para o que o produto oferece, atendeu as minhas necessidades.",Positive
2018-01-02 06:15:02,dd4af1dc1c6dcd237ecee495e7a8634a4a80120a6a8ffee617020303c7669f08,7503466,5,Yes,Muuuito bom !!!,Muuuuito bom !!! Ótimo desempenho e excelente custo benefício.,Positive
2018-01-02 06:15:26,2e0061f61ff9822414dbafbc6930389c2fcf9d1c3484d04272fa7d9fdba53132,18356023,5,Yes,Amei,"Produto excelente!chegou bem antes do previsto,recomendo!",Positive
2018-01-02 06:16:03,b226481c9031ff9b6628998363aecab44f0ccc857a5b8627554cf79cca2e929e,120391958,3,Yes,Boa performance,"A prancha aquece rapidamente, porém emite pouco vapor. Funciona bem em cabelos alisados e com escova progressiva. No geral, é um bom produto.",Neutral
2018-01-02 06:23:55,0ecd0f46fc7e13c4e242a0038a3a24dee5e536f3f99d23aecb60b07c41746ea3,21777804,1,No,Fraca,"Meu cabelo e super fino, mas o ar que sai e tão fraco que demora muito pra secar, e a raiz então nunca seca, isso pq na cx diz 1000w me arrependi  de ter comprado",Negative
2018-01-02 06:25:30,e1cd084facfcddc83f5a332e6935c7ea6a68eded7dcbf1c949aaa64db71008a1,25457429,5,Yes,Perfeito,Perfeito!  Chegou no prazo... Tudo como combinado. Amei comprar no Americanas.com,Positive
2018-01-02 06:26:55,e1cd084facfcddc83f5a332e6935c7ea6a68eded7dcbf1c949aaa64db71008a1,12999931,5,Yes,Muito bom!!!,Ele é ótimo!   Dá o mesmo resultado que uma definitiva.    Super recomendo!!! E chegou no prazo certinho.,Positive
2018-01-02 06:27:09,a6604a4aa58568d41d28ff28f4bb06971f9399b951d574963f7d77e0fdafd551,124950542,4,Yes,Vale a pena,"Além de chegar antes do prazo, o produto é bem satisfatório. Esquenta bastante, e ainda tem como deixar ela fechada através de uma travs q possui. Recomendo.",Positive
2018-01-02 06:27:28,18bbde680a1e02ce618839fbe6392006ac5e07aa8587f3698aea996e4cd9da5b,20021472,5,Yes,Excelente,"Chegou em 3 dias, produto prometeu o que cumpria e em tempo recorde. Maravilhoso",Positive
2018-01-02 06:31:50,2dc6cbb9951e5aeb4b1612ad0f488ddd085d6d2a952bb72586ba8b5709d2aabc,7937113,4,No,ainda não pude usar,"comprei junto a tinta de coloração, que ainda não chegou, por esse motivo ainda não pude usar, mas sei que o produto é top! aguardando ansiosa a chegada!!!!",Positive
2018-01-02 06:32:03,d2f0bfb8d1d38bf6e46ff1d027dc712c409701ee93d1e110df7c78cd1baa2d48,19555924,4,Yes,Gostei muito,"Não ilumina o cabelo ja na primeira vez, tira um pouco do amarelado mas depende do tempo de ação que você deixa agir no cabelo.",Positive
2018-01-02 06:33:21,605de45b531b97ff669f184460e2e0e94a93c383b4a2617418bd716159725bea,24505801,5,Yes,maravilhoso,"amei, ótimo e chegou rápido. Excelente compra, podem comprar que chega direitinho e rápido.",Positive
2018-01-02 06:34:11,2dc6cbb9951e5aeb4b1612ad0f488ddd085d6d2a952bb72586ba8b5709d2aabc,21458113,4,Yes,nao chegou,aguardando ansiosa a chegada.... acompanhando a chegada....,Positive
2018-01-02 06:34:27,3a7928c981d47bf857d1b02e8d2807d7df19447a1de1c4bcd3d5c631f8a8ca66,19454288,1,No,Não recebi o produto,"Consta no site que recebi o produto porém não recebi . Recebi um produto dos dois que comprei . E por sinal produto que constava pra eu poder retirar estava trocado. Informando que era o Hair Skin e quando fui retirar era o Botox , por fim ,não gostei do produto ele não alisa como informa e olha que meu cabelo é liso armado meio sem forma queria o botox só pra baixar o volume .  Quero meu produto , quando foi no dia 26/12 mostrava que foi devolvido por não ter retirado no correio sendo que eu ia procurar e não encontrava e agora que voltou consta que recebi . Não entendi!!!!!!",Negative
2018-01-02 06:37:35,b8545ee45cb70ff76841c045d0550304f936895edac276dd1d0658d92b7360af,132540164,5,Yes,Muito bom,Único aparelho elétrico que não preciso passar a lâmina normal para terminar a barba. Sensacional,Positive
2018-01-02 06:53:32,fce324461577389b689659954fed576c063b6744258449c251ae2748f6d88df0,24873391,1,No,O produto ainda não foi entregue,Como vocês esperam que o produto seja avaliado se ele nem sequer foi entregue ainda???  A previsão de entrega era 18/12 e até agora nada de entrega!,Negative
2018-01-02 06:56:15,1fdeaf9ee45353c638439b66b24a653393c84e22f5df382513045a78f238dbf3,27452389,1,No,O produto não funciona,"recebi o produto e ele não está funcionando, mas a empresa que vendeu (JP CELL) deu um retorno surpreendente rápido se dispondo a trocar ou devolver o dinheiro. Estou optando por receber outro produto novamente",Negative
2018-01-02 06:56:22,338563b9398cc33bd6501857182dcd039e6e30605511e3ada0f414494b5a3c31,18913368,5,Yes,Produto maravilhoso,"Tive medo pois nunca havia comprado nada na internet, mais foi maravilhoso logo chegou e o produto da foto.",Positive
2018-01-02 06:57:24,1fdeaf9ee45353c638439b66b24a653393c84e22f5df382513045a78f238dbf3,122243908,5,Yes,Excelente,Como pude ficar tanto tempo fazendo barba com máquina de cabelo ? Este produto é excelente.,Positive
2018-01-02 06:59:42,849b50fb8438040585110d6c742e30aafd169b01df4728520114a4ba9793d406,7494878,5,Yes,Muito bom!,"Ótimo custo benefício! Melhorou muito a alergia, não causou irritação e nem vermelhidão!",Positive
2018-01-02 07:08:54,ca2af519453a70775a7dfe84ac387da2abfd7bd124ad263fbd9afb86905602a6,111825515,4,Yes,O produto é muito bom.,"Produto de ótima qualidade, gostei muito, alcancei o resultado esperado.",Positive
2018-01-02 07:12:07,b3a0e02975979d0ba343f75aac9c29030ca4bf9655c66a154fe069be0bc78bb0,27103536,4,Yes,otimo,"cerdas macias, fácil aplicação, além do designer lindo.",Positive
2018-01-02 07:12:22,3c74dcf5bb861d83f46ab4f9d73eb44e4c51c480c48ae89ebfc8b62ceaae99cc,30057532,1,No,PIRATA,"Não conhecia o perfume original. Esse pirata tem que gastar o vidro inteiro para exalar algum cheiro, que some logo. Ridículo a Americanas ter esse parceiro.",Negative
2018-01-02 07:13:56,e023a02120d1cba9a6631255d1cce3d7d348d1fe08b7975516d45bef6045335a,128766110,1,No,Não gostei,"Já comprei esse produto de outra revendedora funcionou.Mas infelizmente a compra que fiz recentemente não fez o efeito desejado, acho que esse é falso, pois a textura e a cor são completamente diferentes.Sentido-se enganada.",Negative
2018-01-02 07:37:49,48c6ff6742ea855a5c48f60abd0cffc821ff7deb6971ae5b62e4aeef56d75d1a,402437,3,Yes,"O produto é bom, mas...","Tenho esse secador a mais de 4 anos. Atendeu a todas as minhas necessidades.  Porém hoje, pelo mesmo preço acredito que existam outros modelos mais modernos.",Neutral
2018-01-02 07:40:10,da3fb3787bff038a8ba1cbe64224599e5633daab08cc6198bc8271891c6f0412,20792990,4,Yes,Ótimo,Produto sensacional com dois anos de validade ótimo custo benefício entrega bem antes do previsto sensacional mais eles ficaram de enviar as válvulas e não enviaram,Positive
2018-01-02 07:41:43,77181728effb23a50021f5fb9c774a11113469eeaa74cbc34067a0b2e11d3be2,111586438,5,Yes,Ótimo produto!,Produto de ótima qualidade e com muita agilidade na entrega.,Positive
2018-01-02 07:44:32,60cf2afa338004cd0a9ca3352bbd0cf84f89d06ab9b4b6c63d6c899b9fedb915,119371001,5,Yes,Ótimo produto,"O produto não chegou na data especificada, porém o site informou antes sobre o atraso, e foi entegue no dia seguinte ao esperado. Produto ótimo e de acordo com o descrito no site. Experiência de compra satisfatória.",Positive
2018-01-02 07:49:55,b17fd952252f919a1e41b43c22c9d9d96c7cf8efb4bf257820515bbd41d53095,26899430,5,No,Mto bom!,Ótimos produtos! Ótima entrega! Comprar sempre! Indicar sempre!,Positive
2018-01-02 07:56:45,f54ed3e93b36898283b93989eca374b76291fee3c6f5d9de8a93290c0b3194d9,29717796,5,Yes,Entrega rápida!,Recomendo a todos. Produto bem embalado e entregue no prazo,Positive
2018-01-02 08:07:36,fe8fc74d1eb6c4bbc97f3cbef6042f82726c20d47e901de89b8ae500ab97f74f,27883433,1,No,Sem fragrância e sem qualidade,"O produto, muito provavelmente, não é original. Sua composição é basicamente álcool (body spray), por isso não tem cheiro algum. Já o hidratante também é insosso, sem fragrância e com baixa adesão à pele. Não recomendo o produto, pois não faz jus à marca e não tem qualidade.",Negative
2018-01-02 08:19:05,b7571029add4d88ab5fbca3936aa6d9545524f39c342278ee91ad28658ee97fc,18913368,4,Yes,Adorei o produto!!,Gostei muito do produto e recomendo a todos!! Em relação a entrega vcs foram ótimos entregaram bem antes do prazo!! Muito obrigada!!!,Positive
2018-01-02 08:27:13,b52d8ac87cd1580558803bd021952797caad6d83dd1af07cf48b8f7f483781a2,115158094,5,Yes,Perfume,"Perfume excelente, ótima fixação, preço acessível!!!!! Entrega rápida!!!!!",Positive
2018-01-02 08:30:27,38b70641e58bbd78bfcdd911a0d795b9b7b3e6f960a73cdfa488b2b01edb8853,23222221,5,Yes,Muito bom,"Atendeu minhas espectativas, minha mulher gostou muito, vou comprar mais",Positive
2018-01-02 08:30:46,6e76dab21e0db3ea2217d5fe4260983f23af483728d40aeed7be571b1703ecd2,18579550,2,No,Regular.,,Negative
2018-01-02 08:33:08,67205a49ec19da8fae40ed51ef73014c52ecedde4dea5bab06c4e9fd64eb01bb,26893450,5,Yes,Amei o produto!!!,Vale a pena o investimento. Entrega pontual. Só não gostei que tive que buscar no correio..... pois não colocaram o número da minha casa correto conforme as informações no meus dados.,Positive
