product_id,product_name,brand,category_lvl1,category_lvl2
16856864,Chapinha Nano Titanium Profissional Ate 450°f - BIVOLT - Rosa,,Beleza e Perfumaria,Cabelo
7494878,Barbeador Philips AquaTouch Plus AT891/14,philips,Beleza e Perfumaria,Barbearia
11667582,Maquina De Corte Super Taper Branca/Preta 110v Wahl,,Beleza e Perfumaria,Cabelo
28010069,kit 01 completo acrigel com Lixa elétrica e Cabine de secagem 32w,,Beleza e Perfumaria,Unha
7142086,Secador de Cabelo Taiff Black 2 temperaturas e 2 velocidades Preto - 1700W,taiff,Beleza e Perfumaria,Cabelo
17920588,Felps Escova Progressiva Botox De Quiabo - 2x1000ml,,Beleza e Perfumaria,Cabelo
23111043,Eliminadora E Removedora De Pontas Duplas - Preto,,Beleza e Perfumaria,Barbearia
13545198,Escova Progressiva Zap Protelife  2x1 Litro,,Beleza e Perfumaria,Cabelo
14108408,Secador De Cabelo Profissional Taiff Rs5  1900w - Preto - 127v,,Beleza e Perfumaria,Cabelo
9417934,Depilador Santinelle Hp6419/30 Bivolt Branco E Rosa Philips,,Beleza e Perfumaria,Depilação
7842651,K.Pro Caviar Color Shampoo 240ml,,Beleza e Perfumaria,Banho
7503466,Secador de Cabelo Taiff Tourmaline Ion Cerâmica Preto - 2000W,taiff,Beleza e Perfumaria,Cabelo
18356023,Kit Escova Progressiva Maria Escandalosa + Botox White 1 Kg,,Beleza e Perfumaria,Cabelo
120391958,Prancha à Vapor Mondial Maxi Steam PRO - Bivolt,mondial,Beleza e Perfumaria,Aparelhos elétricos para cabelo
25457429,Secador De Cabelos Taiff Fox Íon S 2100w 110v,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
12999931,Portier Fine Escova Progressiva (2 x 1 litro),,Beleza e Perfumaria,Cabelo
124950542,Prancha de Cabelo Mallory Diamond Red Bivolt Vermelho Perolizado  - 30W,mallory,Beleza e Perfumaria,Aparelhos elétricos para cabelo
20021472,Prancha / Chapa BABYLISS PRO Nano Titanium 1 1/4 - By ROGER,,Beleza e Perfumaria,Cabelo
19555924,Nick  Vick Pro-Hair Loiros Iluminados Kit (2 Produtos),,Beleza e Perfumaria,Cabelo
24505801,Risqué - Kit Com 3 Esmaltes Mulher Maravilha Diana - 3x8ml,,Beleza e Perfumaria,Unha
21458113,Keune Coloração Permanente 7.00 Plus 60ml - Keune,,Beleza e Perfumaria,Banho
19454288,Hair Skin  Nails Femme - Cápsula Da Beleza - Kit Com 270 Cápsulas - Maxinutri,,Beleza e Perfumaria,Tratamento de Pele
132540164,Oneblade QP2522/10 com 2 Pentes e Lâmina Extra - Philips,,Beleza e Perfumaria,Barbearia
24873391,Kit Nano Titanium + Escova Secadora Alisadora,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
27452389,Máquina Aparador E Depilador De Pelos Do Nariz Orelha Ouvido,,Beleza e Perfumaria,Barbearia
122243908,Barbeador Philips MG1100/16 Multigroom 2 em 1 à Prova D'Água,philips,Beleza e Perfumaria,Barbearia
27103536,Pincel Maquiagem Pinceis Diamante Unicórnio Kit 7,,Beleza e Perfumaria,Maquiagem
30057532,perfume masculino,,Beleza e Perfumaria,Perfumaria
128766110,Creme Ageless Instantly Efeito Cinderela Botox Mágico - 10 Unidades,,Beleza e Perfumaria,Cuidados Pessoais
402437,Secador Gloss 1800W - Taiff,taiff,Beleza e Perfumaria,Cabelo
20792990,"Kit Loreal Absolut Repair Cortex Lipidium Shampoo 1,5 L + Condicionador 1,5 L + 2 Válvulas De Brinde",,Beleza e Perfumaria,Banho
26899430,Kit Completo Profissional Para Tratamento De Cabelos Cacheados 5 Peças Mutari,,Beleza e Perfumaria,Produtos para cabelo
29717796,Colônia Desodorante Masculina Exclusive in Blue 100ml,,Beleza e Perfumaria,Perfumaria
27883433,Kit Victoria's Secret Vanilla Lace Creme Hidratante 236ml + Body Splash 250ml,,Beleza e Perfumaria,Perfumaria
115158094,Perfume Britney Spears Fantasy Feminino Eau de Parfum 100ml,britney spears,Beleza e Perfumaria,Perfumaria
23222221,Perfume Eternity Feminino Eau De Parfum 100ml - Calvin Klein,,Beleza e Perfumaria,Perfumaria
18579550,Base Dermacol Embalagem De 4 Gramas Fracionada Cor 211,,Beleza e Perfumaria,Maquiagem
26893450,Anti-traspirante Driclor Roll-on (75ml),,Beleza e Perfumaria,Cuidados Pessoais
14117385,Prancha Chapinha Babyliss Nano Titanium 1 1/4 Original By Roger,,Beleza e Perfumaria,Cabelo
7330646,Perfume Lapidus Eau de Toillete Ted Lapidus Masculino 100ml,,Beleza e Perfumaria,Perfumaria
16660761,Aneethun Professional Pomada Style Pasta Sculp 4 Forte,,Beleza e Perfumaria,Cabelo
18928000,212 Seductive Body Spray Masculino,,Beleza e Perfumaria,Perfumaria
7331461,Perfume Boss In Motion Masculino Eau de Toilette 90ml - Hugo Boss,,Beleza e Perfumaria,Perfumaria
121004593,Depilador a Luz Pulsada Philips Lumea Precision SC2003/00,philips,Beleza e Perfumaria,Depilação
19190762,Escova Elétrica Alisadora Easy Brush Philco - | Bivolt,,Beleza e Perfumaria,Cabelo
312394,Euphoria Eau de Parfum Feminino 100ml - Calvin Klein,calvin klein,Beleza e Perfumaria,Perfumaria
24798466,Perfume Lovely Eau De Parfum Sarah Jessica Parker 100 ml,,Beleza e Perfumaria,Perfumaria
24840395,"Kit Dermaroller 0.50mm + 3 Serum (colageno, Vitamina C E Ácido Hyaluronic)",,Beleza e Perfumaria,Cuidados Pessoais
122243924,Aparador de Pelos Philips Bodygroom BG1025/15 à Prova d'água,philips,Beleza e Perfumaria,Barbearia
25509723,Depilador Comfort Rosa Bivolt 54603000 - Philco,,Beleza e Perfumaria,Depilação
18596056,Chapinha Prancha Profissional Nano Titanium 1 1/4 Até 450ºF - Bivolt,,Beleza e Perfumaria,Cabelo
29718348,L'Oréal Professionnel Force Relax Nutri-Control - Máscara 500g + Ampola L'Oréal 10ml,,Beleza e Perfumaria,Produtos para cabelo
11366740,Inoar Doctor Máscara De Reconstrução 450g,,Beleza e Perfumaria,Cabelo
130827364,Escova Rotativa Ceramic Íon 1200 Er-05 - Mondial,mondial,Beleza e Perfumaria,Aparelhos elétricos para cabelo
12571618,Portier Cacao Escova Progressiva 2x1000ml,,Beleza e Perfumaria,Cabelo
9716845,Kérastase Nutritive Bain Satin 1 - Shampoo 1 Litro,,Beleza e Perfumaria,Banho
24798461,Perfume Black For Men Caviar Collection 100 Ml - Paris Elysees,,Beleza e Perfumaria,Perfumaria
15650162,Lola Máscara Tonalizante Moulin Rouge - 230g,,Beleza e Perfumaria,Cabelo
7328501,Perfume Ferrari Black Masculino Eau de Toilette 125ml,ferrari,Beleza e Perfumaria,Perfumaria
361356,Chapinha (prancha) GA.MA Italy Ceramic Infrared,ga.ma italy,Beleza e Perfumaria,Cabelo
27698077,Perfume Feminino Marina De Bourbon Classique Eau de Parfum 100ml,,Beleza e Perfumaria,Perfumaria
25572594,Ada Tina Novo Pure C 20 Vitamina C Em Mousse,,Beleza e Perfumaria,Dermocosméticos
132165051,Secador de Cabelo Philco PH3700 Golden Star - 2000W,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
21116688,Catharine Hill Face Powder - Pó Facial Fixador - Pálido - Cód. 2205/3,,Beleza e Perfumaria,Maquiagem
122391610,Pedicuro Salon Line Preto,salon line,Beleza e Perfumaria,Cuidados Pessoais
26393245,Kit 1 Touca Anti Frizz + 2 Fronhas De Cetim 50x70 Preta,,Beleza e Perfumaria,Cuidados Pessoais
128860721,Depilador Elétrico Philips Satinelle HP6423/31 Bivolt,philips,Beleza e Perfumaria,Depilação
20794233,Super Stay 24h Maybelline - Batom,,Beleza e Perfumaria,Maquiagem
18906898,Forever Liss - Force Repair Kit Shampoo E Condicionador 1l Cada,,Beleza e Perfumaria,Cabelo
243763,Perfume CK Be Eau de Toilette 50ml - Calvin Klein,calvin klein,Beleza e Perfumaria,Perfumaria
26689185,Máquina De Remover Cravos Spotcleaner Facial Pore Cleanser,,Beleza e Perfumaria,Cuidados Pessoais
21906729,Modelador De Cachos Nano Titanium Cacheador Bivolt Azul,,Beleza e Perfumaria,Cabelo
20671555,Progressiva Sem Formol Passo Unico Let Me Be 1000ml Prosalon,,Beleza e Perfumaria,Cabelo
7328674,Perfume Cool Water Masculino Eau de Toilette 125ml - Davidoff,davidoff,Beleza e Perfumaria,Perfumaria
5057659,Chapinha ( prancha) Taiff Alisadora Red Íon - Bivolt,taiff,Beleza e Perfumaria,Cabelo
18547420,Kit Prancha Chapinha E Modelador De Cachos Cabelo Profissional Baby Liss 230ºC,,Beleza e Perfumaria,Cabelo
120743669,Máquina de Cortar Cabelo Philips HC3410/15 Bivolt,philips,Beleza e Perfumaria,Barbearia
27705271,Escova E Chapinha Alisadora Rotativa 2 Em 1 Ionic Styler,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
121460193,Esfoliador Eletrônico para os Pés Amopé Pedi Perfect,amope,Beleza e Perfumaria,Cuidados Pessoais
7330155,Perfume Polo Masculino Eau de Toilette  59ml - Ralph Lauren,,Beleza e Perfumaria,Perfumaria
132168657,Secador de Cabelo Philco PH3600 Colors - 2000W,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
12340906,Classic Gold Eau De Toilette Jaguar - Perfume Masculino,,Beleza e Perfumaria,Perfumaria
7142197,Secador de Cabelos SP3100N - Preto - Britânia,britania,Beleza e Perfumaria,Cabelo
21512140,Luminus Hair - Tratamento 180 Dias,,Beleza e Perfumaria,Cabelo
8034475,"Lâmina Para Barbeadores, A Prova Dágua - Philips Hq8",,Beleza e Perfumaria,Barbearia
121758248,Protetor Solar Neutrogena Sun Fresh FPS 50 200ml,neutrogena,Beleza e Perfumaria,Proteção solar
15059337,Hair Skin E Nails Femme 500mg - 90 Cápsulas - Maxinutri,,Beleza e Perfumaria,Tratamento de Pele
378878,Chapinha (prancha) Taiff Cerâmica Bivolt,taiff,Beleza e Perfumaria,Cabelo
18556039,Spray Bff Das Mechas Comigo Ninguém Pode 230ml - Lola Cosmetics,,Beleza e Perfumaria,Cabelo
28727435,"Máscara de Gel para os Olhos - Anti Olheiras, Bolsas e Edemas Relaxante",,Beleza e Perfumaria,Cuidados Pessoais
20572258,Split Ender Removedor De Pontas Duplas Cabelo Alisador Fasiz,,Beleza e Perfumaria,Cabelo
307119,Perfume Calvin Klein CK Be Unissex Eau de Toilette 200ml,calvin klein,Beleza e Perfumaria,Perfumaria
114426368,Perfume Silver Scent Masculino Eau de Toilette 100ml Jacques Bogart,jacques bogart,Beleza e Perfumaria,Perfumaria
19672700,Yenzah Amo Sol Praia Spray 120ml,,Beleza e Perfumaria,Cabelo
7933959,Shampoo Hidratante Lanza Healing Moisture 300ml,,Beleza e Perfumaria,Banho
23657218,Kit Com 12 Pinceis Pincel Maquiagem E Necessaire Macrilan Estampas Diversas,,Beleza e Perfumaria,Maquiagem
9465622,Revlon Uniq One All In One Hair Treatment Leave-In - 150ml,,Beleza e Perfumaria,Cabelo
8098797,Leau Dissey Pour Homme Sport Eau De Toilette Issey Miyake - Perfume Masculino 50ml,,Beleza e Perfumaria,Perfumaria
130788465,Escova Soft Brush 127v - Philco,,Beleza e Perfumaria,Cabelo
11949485,Loreal Professionnel Absolut Repair Cortex Lipidium - Máscara de Tratamento 500ml,,Beleza e Perfumaria,Cabelo
108322503,Secador Tourmaline Lizz Íon 2000W,lizz,Beleza e Perfumaria,Aparelhos elétricos para cabelo
26545946,Kit Ykas Escova Progressiva Rubi 3 X 1 Litro,,Beleza e Perfumaria,Produtos para cabelo
18227951,Carolina Herrera 212 Nyc Seductive Masculino - Body Spray 250ml,,Beleza e Perfumaria,Perfumaria
7342228,Cortador de Cabelos Hair Stylo CR-02 - Mondial,mondial,Beleza e Perfumaria,Cabelo
18445035,Kit S.O.S Bomba De Vitaminas Shampoo Condicionador E Máscara - Salon Line,,Beleza e Perfumaria,Cabelo
10604791,Barbeador E Aparador De Barba Panasonic Er 389k Bivolt - Máquina De Acabamento,,Beleza e Perfumaria,Barbearia
11545762,Platinium Wood Eau De Parfum Arsenal - Perfume Masculino 100ml,,Beleza e Perfumaria,Perfumaria
15899826,Babyliss Pro Prancha Nano Titanium - 1/ 4 Babnt2091t - 110v By Roger - Fab Babyliss Pro,,Beleza e Perfumaria,Cabelo
112941526,Máquina de Cortar Cabelo + Aparador Wahl Clipper Deluxe Home Pro com 10 Pentes,wahl,Beleza e Perfumaria,Barbearia
28549139,Escova Progressiva Blue Gold Salvatore - Sem formol 2x500ml,,Beleza e Perfumaria,Produtos para cabelo
11300035,Serum Blemish  Age Defense Skinceuticals 30ml,,Beleza e Perfumaria,Dermocosméticos
126654755,Barbeador Philco Aqua Blue Bivolt,philco,Beleza e Perfumaria,Barbearia
128103666,Máquina de Cortar Cabelo Color Code - Wahl Clipper,wahl,Beleza e Perfumaria,Barbearia
16143157,Modelador Cônico Animal Print Porcelain Babyliss Pro Pink 32mm - 110v,,Beleza e Perfumaria,Cabelo
122243887,Aparador de Pelos Philips BikiniGenie BRT383/15 Seco ou Molhado,philips,Beleza e Perfumaria,Depilação
26734589,Nova Escova Mágica Alisadora Com Lcd Digital - Cerâmica - 110v,,Beleza e Perfumaria,Cabelo
11260933,Lola Cosmetics Curly Wurly Pudding - Creme Para Pentear,,Beleza e Perfumaria,Cabelo
19231668,Latika Lip Matte Vermelho Nº 22 - Batom Líquido 4ml,,Beleza e Perfumaria,Maquiagem
14820929,Modelador De Cachos Hair Styler Conair Polishop,,Beleza e Perfumaria,Cabelo
13424271,Escova Rotating Air Brush Titanium Conair,,Beleza e Perfumaria,Cabelo
8213543,Perfume Made To Measure Edt Masculino 50ml Gucci P,,Beleza e Perfumaria,Perfumaria
27857882,Perfume CK One Calvin Klein Unissex 200ml,,Beleza e Perfumaria,Perfumaria
15650025,Lola Comigo Ninguém Pode Leave-In Spray Bff Das Mechas - 230ml,,Beleza e Perfumaria,Cabelo
8597147,Silicon Mix Tratamento Intensivo 1.020g,,Beleza e Perfumaria,Cabelo
6716901,Tratamento Endurecedor Mavala Scientifique 5ml - Mavala,,Beleza e Perfumaria,Unha
29458316,Kit Gillette Venus Divine com 1 Aparelho + 2 Cargas com 2 Unidades Cada,,Beleza e Perfumaria,Barbearia
9835044,Loreal Absolut Repair Pós Química Selador Multi-Reconstrutor 150ml,,Beleza e Perfumaria,Cabelo
30487512,Loreal Absolut Repair Cortex Lipidium Instant Reconstructing Masque - Máscara 500ml,,Beleza e Perfumaria,Produtos para cabelo
10762092,Intensy Color Gold Blond Matizador - 500ml,,Beleza e Perfumaria,Cabelo
121171666,Perfume Beauty Lonkoom Feminino 100ml,lonkoom,Beleza e Perfumaria,Perfumaria
24362145,Lâmina de Reposição Para Barbeador Bodygroom Philips,,Beleza e Perfumaria,Barbearia
24352752,Aussie 3 Minute Miracle Smooth – Kit De Máscara De Hidratação,,Beleza e Perfumaria,Cabelo
18579534,Lapis Chanfrado Para Sobrancelha Retratil Luisance - L857-M,,Beleza e Perfumaria,Maquiagem
113027331,Aparador e Cortador de Pelos Multigroom 7 Em 1 - Philco,philco,Beleza e Perfumaria,Barbearia
122055907,Secador de Cabelo Philco Beauty Style 2 Velocidades Preto - 1900W,philco,Beleza e Perfumaria,Aparelhos elétricos para cabelo
112941606,Máquina de Corte Home Cut Wahl Vermelha e Preta,wahl,Beleza e Perfumaria,Barbearia
116109083,Chapa Taiff Titanium 450 Colors Rosa,taiff,Beleza e Perfumaria,Aparelhos elétricos para cabelo
113451107,Coffret UDV Black Masculino Eau de Toilette 100ml e Desodorante 150ml,,Beleza e Perfumaria,Perfumaria
11568815,Billion Eau De Toilette Paris Elysees - Perfume Masculino 100ml,,Beleza e Perfumaria,Perfumaria
14377744,Lola Moulin Rouge Máscara Hidratante Tonalizante Temporária Para Cabelos Vermelhos 230g,,Beleza e Perfumaria,Cabelo
19895685,Kit 10 Pinceis Para Maquiagem Kabuki Preto Com Dourado,,Beleza e Perfumaria,Maquiagem
116336180,Perfume Paco Rabanne Invictus Masculino Eau de Toilette 100ml,paco rabanne,Beleza e Perfumaria,Perfumaria
131981646,Kit Travel Shine Bivolt Secador + Prancha - Philco,philco,Beleza e Perfumaria,Aparelhos elétricos para cabelo
19067047,Escova Progressiva Sem Formol Kerasoft Itallian Hairtech,,Beleza e Perfumaria,Cabelo
116109032,Secador Taiff Titanium Colors 2100W Rosa com maleta exclusiva - Taiff,taiff,Beleza e Perfumaria,Aparelhos elétricos para cabelo
21259046,Kit Tesouras Cabeleireiro Fio Navalha 5.5 + Desfiadeira 5.5,,Beleza e Perfumaria,Cabelo
12839818,Máscara Reparadora Moroccanoil Restorative Hair Mask 500ml,,Beleza e Perfumaria,Cabelo
27272581,"Kit Matizador Shine Blond L'oréal Professionnel - Shampoo, Condicionador E Máscara",,Beleza e Perfumaria,Produtos para cabelo
128834696,Secador Cabelos Ph3700 Pink  - Philco,philco,Beleza e Perfumaria,Aparelhos elétricos para cabelo
12534351,"Loreal Professionnel Absolut Repair Lipidium Kit Shampoo 1,5l + Condicionador 1,5l",,Beleza e Perfumaria,Banho
27174876,Perfume Amarige Feminino Eau De Toilette 100ml - Givenchy,,Beleza e Perfumaria,Perfumaria
15783226,Barbeador Portatil Multifuncional 3w,,Beleza e Perfumaria,Barbearia
132165085,Secador de Cabelo Philco PH3500 Branco - 2000W,,Beleza e Perfumaria,Aparelhos elétricos para cabelo
8231754,Lanza Moisture Moi Moi Hair - Máscara 200ml,,Beleza e Perfumaria,Cabelo
11810973,Calvin Klein Ck One Unissex Eau De Toilette - 100ml,,Beleza e Perfumaria,Perfumaria
16614609,Depilador Pessoal - Aparador De Pêlos - Igual Ao Da Tv,,Beleza e Perfumaria,Depilação
128765096,Creme Ageless Instantly Efeito Cinderela Botox Mágico - 15 Unidades,,Beleza e Perfumaria,Cuidados Pessoais
114426384,Perfume Silver Scent Intense Masculino Eau de Toilette 100ml Jacques Bogart,jacques bogart,Beleza e Perfumaria,Perfumaria
26005431,Máquina Acabamento Andis Slimline Pro Li Bivolt,,Beleza e Perfumaria,Barbearia
7330154,JOOP! Masculino Eau De Toilette 125 ML,joop!,Beleza e Perfumaria,Perfumaria
11561633,Billion Woman Love Eau De Toilette Paris Elysees - Perfume Feminino 100ml,,Beleza e Perfumaria,Perfumaria
11469570,G. Hair Escova Progressiva Alemã Kit 3x1000ml - Fórmula Inoar,,Beleza e Perfumaria,Cabelo
8211959,Perfume Omnia Crystalline Edt Feminino 65ml Bulgari,,Beleza e Perfumaria,Perfumaria
15109714,Lupa 75mm 4x Csr,,Beleza e Perfumaria,Unha
118961974,Escova Modeladora Mondial Infinity Chrome EM-06,mondial,Beleza e Perfumaria,Cabelo
20769041,Tratamento Para Unhas Fracas - La Beauté,,Beleza e Perfumaria,Unha
17841702,Btx Platinum Plancton – Redução De Volume Sem Formol - 1 Kg,,Beleza e Perfumaria,Cabelo
125032145,Modelador Automático Modellare 360º Bivolt - Cadence,cadence,Beleza e Perfumaria,Cabelo
27104162,Kit 06 Pinceis De Maquiagem Sereia Calda De Peixe,,Beleza e Perfumaria,Maquiagem
27008378,Kit Sheer Blonde Go Blonder Lightening John Frieda Shampoo + Condicionador,,Beleza e Perfumaria,Produtos para cabelo
22235940,Kit For Beauty Btox Max Illumination E Btox Platinum 2x250g,,Beleza e Perfumaria,Cabelo
24774902,Perfume Issey Miyake L'eau D'issey 125ml Eau De Toilette Masculino,,Beleza e Perfumaria,Perfumaria
11616021,Normalize Matte Fps 25 Ada Tina - Protetor Solar 50ml,,Beleza e Perfumaria,Dermocosméticos
27100327,Detra Kit Escova Progressiva Plastic Liss 1litro - Sem Formol,,Beleza e Perfumaria,Produtos para cabelo
25978174,Ulric De Varens Udv For Men - Desodorante Em Spray Masculino 200ml,,Beleza e Perfumaria,Cuidados Pessoais
22489917,Truss Net Mask 450 Gr,,Beleza e Perfumaria,Cabelo
9526673,Felps Btox Massa - Óleo De Argan E Macadâmia - 500g,,Beleza e Perfumaria,Cabelo
15650067,Felps Xmix Shampoo Antirresíduo - 300ml,,Beleza e Perfumaria,Banho
19803152,Inoar Vegan Máscara Multiuso Vegana 500g,,Beleza e Perfumaria,Cabelo
11620869,Billion Casino Royal Eau De Toilette Paris Elysees - Perfume Masculino 100ml,,Beleza e Perfumaria,Perfumaria
25717781,Escova Progressiva Blindagem 3d Plancton 2x1 Litro,,Beleza e Perfumaria,Produtos para cabelo
132571227,Oneblade com 2 Pentes QP2521 - Philips,,Beleza e Perfumaria,Barbearia
18356029,Kit Escova Progressiva Zap Professional + Botox Capilar Ztox + Máscara Selante Banho De Verniz 950g,,Beleza e Perfumaria,Cabelo
19895756,Navalha Navalhete De Barbeiro Acabamento E Barba,,Beleza e Perfumaria,Barbearia
16701226,Pente U De Madeira Usebarba,,Beleza e Perfumaria,Cabelo
14224576,Óleo De Barba 50ml - Cia Da Barba,,Beleza e Perfumaria,Barbearia
14307117,Kit Plástica Dos Fios - Selagem Termica Cadiveu (3x1 L),,Beleza e Perfumaria,Cabelo
19230739,G.Hair B-Tox Reposição De Massa E Reconstrução - Máscara 500g,,Beleza e Perfumaria,Cabelo
7323010,212 Vip Feminino Eau de Parfum 30ml - Carolina Herrera,,Beleza e Perfumaria,Perfumaria
306127,Perfume Tresor Feminino Eau de Parfum 50ml,,Beleza e Perfumaria,Perfumaria
16856865,Chapinha Nano Titanium  Profissional Ate 450°F - Bivolt - Azul,,Beleza e Perfumaria,Cabelo
12087069,L´Oréal Professionnel Nutri Control Force Relax - Shampoo 300ml,,Beleza e Perfumaria,Cabelo
15099499,Cabine Estufa Secador De Esmalte E Unhas Em Gel Com Carregador Usb Ou Pilhas,,Beleza e Perfumaria,Unha
9424651,Rifeng Máquina De Corte E Acabamento Recarregável Bivolt,,Beleza e Perfumaria,Cabelo
